cust_id,age,occupation,risk_tolerance,investment_goals,education,marital_status,dependents,region,financial_history,sector,income_level,account_balance,account_deposits,account_withdrawals,account_transfers,international_transfers,account_investments,account_type,loan_amount,loan_purpose,employment_status,loan_term,interest_rate,loan_status
0526,28,Artist,Low,Income Generation,High School,Married,1,Africa,Good,Healthcare,569.9460897,1000,217.9998498,245.4823392,72.55653843,20.16348388,150.9586443,checking,5000,Medical Expenses,Unemployed,60,0.0869,rejected
0527,42,Lawyer,Medium,Wealth Preservation,PhD,Married,4,Africa,Good,Healthcare,11421.18923,21252.38935,9625.083198,3702.631268,4824.759113,801.9698122,1867.275256,savings,10246.83426,Auto Purchase,Retired,24,0.086546834,pending
0528,81,Student,Medium,Speculation,Bachelor's,Widowed,3,Australia,Excellent,Healthcare,6883.411268,1400.233223,229.8168098,126.5873795,270.3117292,9.041325139,222.5085957,checking,9344.454892,Medical Expenses,Self-Employed,12,0.051744455,approved
0529,68,Artist,Medium,Speculation,Master's,Divorced,4,South America,Poor,Manufacturing,106.5429351,1000,248.6354034,268.0077676,207.0080893,53.33161981,139.8044015,checking,5000,Small Business,Employed,36,0.0737,approved
0530,38,Artist,High,Income Generation,Bachelor's,Married,2,Australia,Good,Finance,4154.877678,2551.181662,670.5659331,343.8485463,513.6253212,1.270429152,606.5009216,investment,5000,Small Business,Retired,24,0.0956,rejected
0531,54,Artist,Medium,Income Generation,High School,Married,3,Asia,Poor,Finance,2594.822511,4911.959966,1177.130628,691.0679649,901.3798939,80.89704121,725.5956505,credit,5000,Auto Purchase,Retired,12,0.0848,rejected
0532,34,Data Scientist,Medium,Speculation,High School,Divorced,0,North America,Average,Finance,4632.635317,1621.045686,648.9374416,294.8032017,145.6966843,5.178991973,201.0824476,investment,5000,Medical Expenses,Employed,48,0.0778,rejected
0533,79,Lawyer,Low,Income Generation,PhD,Divorced,1,Australia,Average,Technology,75622.10205,10314.87868,2221.838323,2653.148607,811.6378344,155.8180573,1776.153666,credit,50000,Home Improvement,Unemployed,36,0.1194,pending
0534,31,Doctor,Medium,Income Generation,Master's,Divorced,4,South America,Poor,Healthcare,6119.188466,8128.522539,1151.513054,2053.290904,1126.159822,168.9492502,1481.269522,checking,6214.123089,Debt Consolidation,Unemployed,36,0.048314123,approved
0535,80,Artist,Medium,Wealth Preservation,Master's,Single,1,Europe,Poor,Healthcare,7299.233492,12535.53591,4824.609072,1192.989349,2815.373556,340.019027,2386.8432,savings,5000,Home Improvement,Self-Employed,24,0.0625,approved
0536,80,Doctor,Medium,Speculation,PhD,Single,2,Australia,Average,Healthcare,14646.83261,14693.76608,6237.456608,4070.50601,1988.221462,142.8134302,1503.586751,investment,5000,Medical Expenses,Employed,48,0.0916,pending
0537,59,Data Scientist,High,Wealth Preservation,High School,Single,1,Europe,Excellent,Retail,2050.871354,1000,183.2677766,106.5671916,85.15743145,1.177314829,378.5462786,credit,5000,Auto Purchase,Employed,36,0.0724,pending
0538,66,Manager,Medium,Speculation,Master's,Single,0,Asia,Average,Retail,555.0838043,1016.822092,247.8366786,201.518435,250.6129442,23.7843105,116.1959707,credit,5000,Small Business,Employed,36,0.0934,pending
0539,65,Manager,Medium,Income Generation,PhD,Divorced,2,South America,Poor,Retail,1371.213685,2498.057074,1195.911912,573.4874508,353.2374311,13.75724393,324.3436887,savings,5000,Medical Expenses,Unemployed,12,0.0507,approved
0540,61,Retiree,Low,Income Generation,PhD,Widowed,3,Africa,Excellent,Manufacturing,1360.221115,1977.313935,436.9258874,110.6669982,396.877357,53.6690807,131.9071798,savings,5000,Home Improvement,Retired,12,0.0511,approved
0541,55,Teacher,High,Income Generation,Bachelor's,Widowed,3,South America,Average,Retail,126.2956765,1000,233.5849046,135.0079678,157.0935471,40.55805866,300.7238501,credit,5000,Debt Consolidation,Retired,12,0.0897,pending
0542,83,Lawyer,High,Growth,High School,Widowed,2,Asia,Excellent,Technology,33057.24197,44068.23953,18249.77318,12306.69563,9713.385116,494.0371055,12351.69711,investment,34895.65414,Debt Consolidation,Unemployed,36,0.097895654,approved
0543,21,Artist,Low,Speculation,PhD,Divorced,3,Europe,Average,Technology,48959.44496,62688.21539,13847.50705,6908.092087,8167.922214,458.1160982,3490.979614,credit,21895.34029,Medical Expenses,Unemployed,12,0.07209534,approved
0544,58,Doctor,High,Wealth Preservation,Bachelor's,Married,4,Australia,Poor,Healthcare,9218.855198,6255.410602,1094.131457,1834.695166,590.7398274,87.41168455,2357.423961,checking,5366.257164,Home Improvement,Unemployed,36,0.088066257,pending
0545,18,Doctor,High,Growth,High School,Married,1,Europe,Good,Technology,51393.80132,58133.61383,17271.47641,4339.422621,3506.295111,52.33133509,22003.32662,credit,50000,Debt Consolidation,Employed,60,0.1272,pending
0546,60,Teacher,Low,Growth,Bachelor's,Divorced,4,Asia,Poor,Education,4859.435195,1256.066008,583.0460197,151.29211,78.93263501,4.533224287,152.8634324,savings,5000,Auto Purchase,Unemployed,24,0.0511,approved
0547,79,Developer,Low,Income Generation,Master's,Married,4,Africa,Good,Retail,1241.165038,1000,147.8727913,279.8617005,77.55242001,8.855366971,196.3650695,investment,5000,Small Business,Employed,36,0.0809,rejected
0548,57,Lawyer,Medium,Wealth Preservation,High School,Single,0,Asia,Excellent,Manufacturing,120.9979977,1000,226.241091,146.0248753,127.1840199,17.88686531,103.2512043,checking,5000,Auto Purchase,Retired,24,0.095,pending
0549,49,Lawyer,High,Income Generation,High School,Single,3,Africa,Excellent,Retail,345.3059267,1000,149.9381126,213.479253,153.3467713,8.457477122,360.3373078,investment,5000,Medical Expenses,Unemployed,36,0.0716,rejected
0550,60,Data Scientist,High,Growth,High School,Single,1,Europe,Good,Retail,1805.307579,2912.274963,838.2536895,845.4073691,674.6990364,130.7281391,390.3858481,checking,5000,Home Improvement,Unemployed,12,0.0653,approved
0551,64,Lawyer,High,Income Generation,Bachelor's,Single,3,South America,Poor,Education,4313.161212,7044.645488,848.9137322,946.7565177,1468.569793,167.8920965,1242.342799,credit,5000,Home Improvement,Employed,60,0.0529,approved
0552,42,Lawyer,Medium,Growth,Master's,Widowed,2,Asia,Average,Education,1551.024316,1264.547259,262.2822134,241.3716787,136.2490985,0.165724023,107.9214924,checking,5000,Debt Consolidation,Employed,60,0.0851,pending
0553,63,Lawyer,Low,Growth,Bachelor's,Widowed,1,Africa,Good,Healthcare,5805.107938,8943.764184,2316.956712,2082.020508,2062.704953,107.8170263,848.070333,checking,7408.649381,Home Improvement,Self-Employed,60,0.066408649,approved
0554,59,Manager,Low,Growth,High School,Divorced,3,Africa,Poor,Finance,11604.9925,22691.74098,9754.535336,2012.231804,3266.691546,360.2754397,3362.547404,savings,6562.034124,Debt Consolidation,Unemployed,36,0.088662034,rejected
0555,79,Data Scientist,Low,Income Generation,PhD,Married,2,Australia,Good,Technology,96566.85828,100000,12367.29907,26147.96338,17228.7811,2806.26713,10410.96187,credit,50000,Auto Purchase,Retired,12,0.1021,approved
0556,26,Engineer,High,Income Generation,High School,Divorced,1,Asia,Average,Education,2279.416169,4153.419028,1042.066847,606.4458858,941.2247489,23.28717132,1634.923913,checking,5000,Small Business,Employed,48,0.0805,rejected
0557,49,Developer,Medium,Wealth Preservation,High School,Divorced,4,Africa,Good,Education,719.9030581,1000,267.0907411,257.4618057,140.2536818,5.907350363,173.073544,investment,5000,Medical Expenses,Employed,24,0.0925,pending
0558,26,Data Scientist,Low,Income Generation,High School,Divorced,0,Australia,Poor,Healthcare,3419.684006,3473.997167,1514.30645,833.1973289,247.5420361,5.362108002,615.0101114,credit,5000,Home Improvement,Employed,12,0.0615,approved
0559,29,Lawyer,Medium,Wealth Preservation,Bachelor's,Widowed,4,Africa,Excellent,Finance,6904.453356,2165.792293,367.216991,647.2500241,175.2820082,47.32439155,311.0805139,checking,5000,Debt Consolidation,Unemployed,36,0.0676,approved
0560,80,Student,Medium,Speculation,High School,Single,1,Africa,Average,Retail,421.1000316,1000,282.3414763,281.398262,160.5639179,39.54168233,160.2474217,savings,5000,Debt Consolidation,Retired,36,0.0471,approved
0561,55,Data Scientist,Medium,Income Generation,High School,Married,1,Europe,Average,Manufacturing,221.0293217,1000,295.3486621,65.50503167,76.03219578,11.87012499,83.9675418,savings,5000,Small Business,Employed,12,0.075,rejected
0562,37,Engineer,High,Wealth Preservation,PhD,Divorced,0,Asia,Good,Retail,101.7616923,1000,223.3364394,283.4383573,237.4661972,12.4500305,144.5259954,investment,5000,Auto Purchase,Self-Employed,12,0.0709,pending
0563,57,Student,High,Income Generation,PhD,Divorced,3,Australia,Good,Manufacturing,127.1637218,1000,411.4649766,206.8121242,231.2951861,31.7615374,277.5672361,investment,5000,Medical Expenses,Self-Employed,60,0.0587,approved
0564,37,Artist,Medium,Wealth Preservation,Bachelor's,Married,1,South America,Poor,Healthcare,5514.715716,5800.648833,1494.976416,1694.414637,1327.261938,43.95739851,291.9967467,credit,6674.962295,Auto Purchase,Unemployed,36,0.069274962,approved
0565,73,Doctor,Low,Growth,Master's,Divorced,0,Asia,Excellent,Healthcare,4594.688485,3502.759287,1748.285663,679.7535169,795.3372912,215.1852856,404.9245538,investment,5000,Small Business,Retired,36,0.0729,approved
0566,56,Data Scientist,Medium,Speculation,Master's,Divorced,0,North America,Poor,Manufacturing,275.3103646,1000,163.895863,175.7596483,205.2675517,12.60210954,144.3002473,credit,5000,Home Improvement,Retired,60,0.0728,pending
0567,39,Doctor,High,Speculation,Master's,Divorced,1,Africa,Poor,Technology,63135.9693,62699.12833,24549.93037,9339.117353,5030.72878,131.6021147,11704.49805,checking,18813.04373,Small Business,Unemployed,60,0.102113044,pending
0568,30,Manager,Medium,Growth,High School,Widowed,0,Africa,Poor,Technology,39799.39701,9180.401908,1044.425638,637.3637204,506.5459363,55.29195096,716.3483118,checking,20295.27148,Home Improvement,Self-Employed,12,0.094695271,pending
0569,61,Student,High,Wealth Preservation,Master's,Widowed,2,Africa,Good,Technology,55760.25798,28704.09999,11919.2736,5087.764754,1454.611054,335.5908538,1585.401181,checking,50000,Debt Consolidation,Unemployed,24,0.1073,approved
0570,36,Engineer,High,Wealth Preservation,Bachelor's,Divorced,0,North America,Poor,Healthcare,9513.338252,1376.650292,296.6876635,127.6496994,191.7922819,54.03810545,506.571799,credit,6666.366684,Auto Purchase,Self-Employed,48,0.086966367,rejected
0571,46,Lawyer,High,Growth,PhD,Married,3,North America,Poor,Finance,32288.97311,39191.22771,17650.95294,10186.15584,4904.825706,1288.91362,7426.357089,checking,19290.61052,Auto Purchase,Retired,36,0.104190611,pending
0572,28,Doctor,Low,Speculation,Master's,Single,1,Asia,Poor,Finance,15441.31309,17447.67985,4046.642194,3366.540926,4070.510161,467.5697213,2240.746559,investment,22304.4175,Small Business,Self-Employed,12,0.119004417,pending
0573,78,Engineer,High,Speculation,Master's,Widowed,2,South America,Good,Education,6185.049323,1401.434168,373.606483,128.4197761,346.3187979,32.84266602,297.4807593,credit,9123.772848,Debt Consolidation,Unemployed,24,0.091423773,rejected
0574,43,Doctor,Low,Growth,Master's,Married,3,Africa,Excellent,Education,1607.629928,2816.772746,759.1732721,396.036136,247.1701368,37.53022571,532.518126,savings,5000,Small Business,Unemployed,24,0.0987,pending
0575,69,Student,Medium,Speculation,High School,Divorced,0,South America,Average,Education,1174.730383,2332.697431,1068.057034,500.427383,245.8672379,25.13977699,334.259779,savings,5000,Auto Purchase,Unemployed,48,0.0656,approved
0576,28,Data Scientist,High,Wealth Preservation,PhD,Divorced,2,Australia,Poor,Technology,52163.66385,12704.43997,4879.367209,794.872176,1966.713088,382.3967465,4662.907072,savings,32701.0642,Medical Expenses,Unemployed,24,0.124101064,pending
0577,81,Engineer,Medium,Income Generation,High School,Divorced,0,Australia,Good,Manufacturing,149.5903815,1000,170.4608965,72.84611273,225.6653129,38.5593707,120.3253491,checking,5000,Small Business,Unemployed,48,0.0532,approved
0578,80,Teacher,High,Wealth Preservation,PhD,Married,4,Africa,Good,Technology,69757.32319,10601.63762,5168.028954,1107.261611,1607.320101,200.0080583,2938.094478,credit,43666.82627,Small Business,Retired,48,0.090466826,approved
0579,62,Teacher,Medium,Wealth Preservation,High School,Divorced,1,Europe,Poor,Retail,4177.681847,1703.504227,421.9528157,233.766535,197.1008767,56.77019558,174.8006992,investment,5000,Debt Consolidation,Retired,36,0.0501,approved
0580,67,Student,Medium,Growth,Bachelor's,Married,4,Asia,Good,Finance,11798.42912,6489.72473,3004.536047,1918.326887,416.3394573,100.6432876,390.9192806,investment,17640.49175,Debt Consolidation,Retired,36,0.086940492,rejected
0581,30,Manager,High,Speculation,High School,Single,3,North America,Good,Finance,42459.66379,78486.35193,23778.70877,12837.87786,13958.72855,551.9335454,16350.25679,checking,50000,Small Business,Retired,36,0.1341,pending
0582,73,Teacher,High,Growth,Master's,Divorced,4,South America,Average,Manufacturing,71.85986392,1000,215.8590341,87.14423482,193.7281893,52.38943942,305.9923021,investment,5000,Debt Consolidation,Retired,36,0.0677,approved
0583,36,Doctor,High,Income Generation,Master's,Married,2,Europe,Average,Manufacturing,52.7192298,1000,492.3764548,183.1058729,75.4911857,6.647284112,202.8832072,investment,5000,Medical Expenses,Employed,60,0.0578,approved
0584,19,Teacher,Low,Income Generation,High School,Divorced,2,Asia,Average,Finance,3536.101929,3678.90473,549.3804514,741.5092248,622.5506297,159.5815713,458.7249739,credit,5000,Home Improvement,Unemployed,12,0.0504,approved
0585,31,Student,Medium,Income Generation,PhD,Divorced,3,North America,Excellent,Manufacturing,209.4143559,1000,326.7488793,241.9596446,123.2218515,16.15691604,62.38964386,credit,5000,Auto Purchase,Self-Employed,48,0.097,rejected
0586,82,Student,Medium,Wealth Preservation,Bachelor's,Married,2,North America,Poor,Technology,37530.63244,25961.66636,4765.862577,2708.960051,5798.332942,668.9140335,5175.375498,investment,50000,Medical Expenses,Retired,24,0.1062,approved
0587,38,Developer,Low,Income Generation,High School,Widowed,3,Australia,Poor,Finance,3230.28276,5651.520043,867.0793975,1004.220165,752.2901852,7.791705101,773.6988575,credit,5000,Debt Consolidation,Unemployed,48,0.0737,rejected
0588,64,Doctor,High,Growth,PhD,Married,3,North America,Excellent,Healthcare,3597.198835,5050.644625,1828.171351,1243.882351,536.3112955,136.7141443,293.9511715,savings,5072.303591,Small Business,Unemployed,60,0.066472304,approved
0589,34,Manager,Low,Income Generation,PhD,Divorced,2,South America,Average,Healthcare,5974.788802,10367.9273,1981.993303,2939.256506,765.7027738,104.982954,901.1578396,investment,5000,Small Business,Retired,12,0.0725,approved
0590,32,Developer,Low,Wealth Preservation,PhD,Widowed,3,Africa,Average,Finance,9396.987257,8456.365506,1084.499838,885.1756966,963.230939,40.76799896,1087.812463,credit,7434.131346,Auto Purchase,Unemployed,36,0.097534131,rejected
0591,24,Student,High,Wealth Preservation,Bachelor's,Divorced,4,South America,Average,Technology,41160.96817,19837.8962,2783.834644,5827.453486,4525.60104,866.7512159,4306.392957,checking,40292.62922,Medical Expenses,Employed,12,0.093792629,approved
0592,82,Manager,Medium,Growth,Master's,Married,2,Australia,Excellent,Manufacturing,295.8643344,1000,298.3770971,70.37235889,69.66304921,12.95625237,167.625052,investment,5000,Small Business,Retired,48,0.0792,pending
0593,23,Student,High,Income Generation,Bachelor's,Widowed,1,Asia,Excellent,Retail,536.5130539,1000,407.65171,79.31199453,229.5717881,59.11740261,217.4041004,credit,5000,Home Improvement,Unemployed,60,0.0941,rejected
0594,80,Teacher,Medium,Speculation,PhD,Married,3,Europe,Poor,Finance,63192.37602,26989.6339,11557.91066,2237.019303,4125.940291,1162.477595,1734.263315,investment,50000,Home Improvement,Self-Employed,48,0.125,rejected
0595,60,Student,Low,Wealth Preservation,Bachelor's,Single,0,Asia,Poor,Education,3225.882555,3574.962625,508.6078266,634.6947212,739.9334001,20.95422161,303.1623687,savings,5000,Auto Purchase,Unemployed,60,0.0984,rejected
0596,26,Student,High,Wealth Preservation,PhD,Widowed,0,North America,Good,Healthcare,6420.254328,1296.416982,181.0351006,83.51868916,96.76614983,16.61757248,112.4249429,investment,5000,Medical Expenses,Retired,24,0.0589,approved
0597,83,Doctor,Medium,Speculation,PhD,Divorced,3,North America,Poor,Finance,15094.00217,17564.47342,3622.854497,2869.035022,1378.024631,20.87692942,1756.802319,credit,15200.15969,Medical Expenses,Unemployed,60,0.09890016,pending
0598,20,Teacher,Low,Speculation,Bachelor's,Divorced,4,North America,Average,Retail,1340.73144,1846.163781,421.5656069,305.715463,308.9951152,67.36672258,215.4211569,investment,5000,Debt Consolidation,Employed,24,0.0626,approved
0599,84,Artist,Medium,Income Generation,Bachelor's,Divorced,1,Australia,Excellent,Retail,1689.748461,1000.568076,431.6228439,174.8758419,62.7360976,12.80117552,135.1908501,credit,5000,Small Business,Retired,48,0.0843,rejected
0600,64,Lawyer,High,Growth,PhD,Married,3,North America,Average,Healthcare,28588.19269,39417.23871,15048.99836,5465.090987,4316.173164,1122.327733,5557.349204,credit,9135.637946,Medical Expenses,Retired,48,0.062235638,approved
0601,33,Manager,Medium,Growth,High School,Single,4,South America,Average,Healthcare,22800.17628,12811.2297,1945.491934,3231.272412,1273.270325,291.3076464,1440.462932,investment,25327.07716,Auto Purchase,Employed,12,0.071127077,approved
0602,41,Developer,High,Wealth Preservation,High School,Widowed,2,Europe,Good,Retail,622.6636353,1001.911195,419.6980944,211.849884,154.3975333,9.511651075,200.9554185,savings,5000,Debt Consolidation,Employed,12,0.0948,pending
0603,23,Lawyer,Medium,Growth,Master's,Divorced,2,South America,Good,Finance,18485.57081,19757.3303,2817.087317,1878.885652,4911.227726,712.0528393,2786.015336,checking,13553.35753,Auto Purchase,Unemployed,36,0.080953358,rejected
0604,20,Data Scientist,Low,Wealth Preservation,Master's,Single,3,Africa,Poor,Technology,26160.74361,36008.14261,17351.39848,9390.150827,3777.313851,88.18013118,6143.656042,savings,32828.12685,Auto Purchase,Unemployed,12,0.100928127,pending
0605,34,Data Scientist,Medium,Income Generation,High School,Divorced,2,North America,Excellent,Healthcare,9226.219993,3278.22477,478.1828317,182.352547,664.2611302,165.6571493,411.2987832,credit,7063.22446,Home Improvement,Self-Employed,24,0.049963224,approved
0606,22,Artist,Medium,Wealth Preservation,High School,Single,2,South America,Average,Technology,18310.56209,25673.84576,10939.50653,5986.751235,5821.043308,166.8732859,3353.907483,credit,27126.15241,Home Improvement,Unemployed,36,0.081926152,approved
0607,76,Doctor,Medium,Income Generation,High School,Divorced,3,Europe,Poor,Healthcare,1670.5811,2621.635392,954.7566025,688.8881345,335.836617,12.40230189,428.1339332,savings,5000,Auto Purchase,Retired,60,0.0482,approved
0608,56,Engineer,Low,Speculation,Bachelor's,Widowed,1,South America,Excellent,Retail,1312.514923,1000,355.5137091,164.4330658,195.142335,17.17456415,53.3508645,investment,5000,Home Improvement,Unemployed,48,0.0502,approved
0609,39,Teacher,High,Income Generation,PhD,Widowed,0,Asia,Good,Retail,503.5896969,1000,142.4173611,92.28477043,186.4779413,55.52113724,214.8135208,credit,5000,Medical Expenses,Employed,48,0.0733,rejected
0610,50,Student,High,Speculation,Bachelor's,Divorced,0,Africa,Excellent,Finance,34589.92541,35923.34081,8047.819983,8944.069679,6568.953794,1801.034971,12000.00014,savings,24261.63321,Auto Purchase,Self-Employed,36,0.068061633,approved
0611,31,Doctor,High,Income Generation,High School,Divorced,0,Europe,Good,Manufacturing,775.586723,1000,258.1887186,120.2847889,230.7992333,10.49367253,267.6396484,checking,5000,Auto Purchase,Retired,36,0.0657,approved
0612,23,Engineer,Low,Speculation,Master's,Widowed,1,North America,Poor,Manufacturing,234.1867629,1000,184.2109287,249.9320538,59.07500216,3.846536198,152.2854715,savings,5000,Home Improvement,Employed,36,0.0547,approved
0613,40,Retiree,High,Wealth Preservation,PhD,Married,2,Australia,Good,Manufacturing,371.3567948,1000,171.9206159,99.55817624,156.6813814,24.49857418,112.3316524,checking,5000,Debt Consolidation,Unemployed,48,0.0729,rejected
0614,40,Developer,Low,Speculation,High School,Single,3,Asia,Good,Technology,38362.60609,57155.85486,18169.08279,14741.48703,11741.34932,203.5612737,5193.446779,credit,16664.18818,Small Business,Retired,60,0.094864188,rejected
0615,70,Doctor,Medium,Growth,PhD,Married,2,Australia,Excellent,Manufacturing,4341.437091,5387.751278,1849.952246,1469.529255,835.6537578,224.958006,414.5626954,credit,5761.371317,Home Improvement,Self-Employed,48,0.064861371,approved
0616,50,Artist,Medium,Speculation,Master's,Single,4,North America,Poor,Healthcare,1424.775783,1188.619095,497.9337523,167.7708481,187.309596,19.09115519,115.1142237,checking,5000,Debt Consolidation,Self-Employed,12,0.0707,pending
0617,60,Engineer,Medium,Growth,High School,Single,1,South America,Average,Finance,16742.84475,8696.709313,1144.447046,751.8668077,2089.966581,320.7179929,899.7338181,investment,5788.45975,Medical Expenses,Self-Employed,12,0.05668846,approved
0618,67,Student,High,Wealth Preservation,High School,Divorced,1,Africa,Good,Healthcare,5721.572992,8252.473675,2448.192051,1109.132694,849.294647,239.7872835,466.0414742,savings,5000,Auto Purchase,Self-Employed,24,0.0672,approved
0619,49,Engineer,High,Wealth Preservation,PhD,Widowed,0,South America,Good,Retail,277.6066895,1000,492.0800511,190.4530216,97.83388942,18.0827241,110.7622157,credit,5000,Auto Purchase,Unemployed,36,0.0716,pending
0620,34,Data Scientist,High,Growth,Master's,Widowed,3,Australia,Average,Healthcare,7353.097363,7622.950637,3485.900989,1313.646695,951.6628871,263.367154,727.7572904,savings,6050.936151,Medical Expenses,Unemployed,24,0.077350936,rejected
0621,29,Developer,High,Income Generation,PhD,Divorced,1,Africa,Poor,Education,3076.768158,1848.91722,746.1808532,214.2065385,180.7587792,16.19261248,382.2571497,credit,5000,Auto Purchase,Unemployed,12,0.0458,approved
0622,28,Developer,High,Growth,PhD,Divorced,4,Australia,Poor,Retail,277.4153345,1000,293.9294399,215.9764823,140.0102645,41.23582756,288.7296851,savings,5000,Small Business,Employed,24,0.064,approved
0623,80,Student,Medium,Speculation,High School,Divorced,2,Asia,Poor,Finance,4302.850993,7833.613386,1807.063211,720.2455343,827.7658943,237.8500099,1551.98368,investment,5000,Debt Consolidation,Unemployed,12,0.0846,rejected
0624,32,Doctor,High,Income Generation,Master's,Married,4,Australia,Average,Healthcare,3682.639465,3585.485471,1091.354888,459.4857684,384.0141936,68.47208047,1304.9884,investment,5000,Small Business,Self-Employed,60,0.0921,rejected
0625,71,Lawyer,High,Wealth Preservation,PhD,Married,0,Europe,Average,Technology,71095.60784,100000,30299.69847,27452.69953,9424.633183,2708.268027,18112.18366,checking,50000,Debt Consolidation,Unemployed,24,0.1447,rejected
0626,63,Retiree,Medium,Income Generation,PhD,Married,0,Asia,Excellent,Healthcare,23582.77525,43899.75053,7734.015896,8537.42608,5382.436601,569.4024726,7626.173423,investment,31396.96382,Auto Purchase,Retired,60,0.094996964,approved
0627,49,Artist,Low,Speculation,High School,Married,1,Africa,Average,Healthcare,8642.175777,5865.778646,2358.917208,405.5381397,1356.500755,100.6632976,662.6554981,savings,5000,Auto Purchase,Employed,48,0.0632,approved
0628,80,Lawyer,Low,Wealth Preservation,Bachelor's,Divorced,4,Asia,Good,Manufacturing,72.68013399,1000,386.7990879,240.6348472,125.6252666,8.186098642,193.8451363,credit,5000,Auto Purchase,Unemployed,36,0.0856,rejected
0629,43,Developer,Medium,Wealth Preservation,Bachelor's,Divorced,1,Australia,Average,Healthcare,11781.52716,21475.1415,5313.350507,2273.536114,4457.711087,757.4746451,2611.569619,credit,5000,Medical Expenses,Self-Employed,24,0.051,approved
0630,35,Data Scientist,Medium,Growth,High School,Married,4,Asia,Good,Technology,72606.91722,77547.45614,19319.03524,6087.305264,7058.795425,1324.249172,10070.04816,credit,47239.25435,Debt Consolidation,Employed,24,0.129039254,pending
0631,77,Data Scientist,Medium,Speculation,Bachelor's,Divorced,0,Asia,Excellent,Manufacturing,149.9016882,1000,287.5861558,232.8021842,113.828992,11.0576872,125.8032468,savings,5000,Auto Purchase,Employed,60,0.0583,approved
0632,19,Doctor,High,Speculation,PhD,Widowed,1,Africa,Average,Education,1411.996829,1439.192412,282.8716704,181.0838523,336.5261287,84.6360937,337.3976938,investment,5000,Debt Consolidation,Unemployed,36,0.0837,rejected
0633,71,Data Scientist,High,Growth,PhD,Widowed,3,Europe,Good,Education,2255.8404,3335.496992,1435.197826,274.6654861,219.0742911,52.59404749,1300.298874,credit,5000,Home Improvement,Retired,36,0.0485,approved
0634,70,Retiree,Low,Growth,High School,Single,3,South America,Excellent,Manufacturing,686.7158467,1000,317.3315764,166.595366,96.90406655,9.543200487,155.1679957,savings,5000,Auto Purchase,Employed,48,0.0861,pending
0635,39,Retiree,High,Growth,PhD,Divorced,0,North America,Good,Manufacturing,68.29004436,1000,345.3247885,121.1826485,124.569563,1.818039957,390.7993385,checking,5000,Medical Expenses,Self-Employed,12,0.0899,pending
0636,55,Retiree,Medium,Income Generation,Bachelor's,Married,1,Australia,Poor,Technology,50230.28958,19235.27246,7161.755253,4297.143892,4668.230803,132.7479678,2924.430732,checking,50000,Debt Consolidation,Employed,48,0.1195,pending
0637,45,Data Scientist,Low,Wealth Preservation,Master's,Divorced,0,Australia,Excellent,Education,1319.225828,2239.954355,1008.749307,131.5433613,148.5440606,31.69653383,436.484098,checking,5000,Home Improvement,Self-Employed,60,0.0628,approved
0638,75,Artist,Low,Wealth Preservation,PhD,Married,0,South America,Poor,Healthcare,6643.569325,10747.25224,1479.617311,802.5154824,1550.537411,240.1643601,1511.317999,checking,5000,Home Improvement,Self-Employed,36,0.0518,approved
0639,47,Engineer,High,Speculation,PhD,Widowed,0,Europe,Good,Finance,14195.36435,26650.05966,6149.59422,5763.353971,4887.677759,257.5113209,2930.408316,checking,18586.37486,Home Improvement,Unemployed,60,0.101086375,pending
0640,29,Student,Medium,Speculation,Master's,Married,3,Australia,Average,Manufacturing,158.6859733,1000,346.3734263,131.6451783,245.2622787,11.13109528,139.4889569,checking,5000,Debt Consolidation,Retired,36,0.0935,pending
0641,70,Engineer,Medium,Growth,PhD,Single,4,Africa,Poor,Education,4554.141206,1000,101.0183275,186.9429862,67.26969953,15.89053795,75.09044798,investment,5000,Home Improvement,Self-Employed,36,0.0943,pending
0642,58,Student,Low,Growth,High School,Divorced,3,South America,Poor,Technology,17263.86634,3447.233466,1024.843234,761.404627,678.3762508,63.66105987,412.0167038,savings,22701.8009,Auto Purchase,Retired,12,0.098901801,rejected
0643,20,Engineer,Medium,Speculation,Master's,Widowed,1,Africa,Good,Retail,239.6625202,1000,140.0595901,216.3792018,163.9729394,41.88016783,192.4366999,investment,5000,Debt Consolidation,Self-Employed,48,0.0993,pending
0644,59,Engineer,High,Wealth Preservation,Bachelor's,Widowed,3,North America,Good,Retail,1085.916618,1000,192.4780733,105.5276038,136.0054954,39.51852507,366.1662621,checking,5000,Debt Consolidation,Unemployed,48,0.0597,approved
0645,78,Retiree,Low,Wealth Preservation,Master's,Widowed,3,Europe,Excellent,Manufacturing,560.926229,1000,170.100494,137.8113584,131.8709544,25.00120161,59.67121313,savings,5000,Home Improvement,Unemployed,36,0.0631,approved
0646,47,Artist,Low,Wealth Preservation,Bachelor's,Widowed,3,Asia,Excellent,Finance,21344.29157,40448.77374,9966.144294,9553.566424,2429.989109,428.4319082,2101.207399,checking,20300.97192,Medical Expenses,Employed,48,0.095100972,rejected
0647,48,Data Scientist,Low,Speculation,PhD,Married,3,Australia,Good,Technology,39244.66339,18720.75034,5092.069969,5260.52706,2506.952017,414.74582,3043.82439,credit,17460.00388,Debt Consolidation,Retired,60,0.103660004,rejected
0648,40,Lawyer,Low,Wealth Preservation,High School,Married,3,North America,Excellent,Education,1667.200313,1240.49226,143.8830464,120.7966064,133.5226603,27.57181717,131.4695821,investment,5000,Debt Consolidation,Self-Employed,12,0.0516,approved
